source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6963"",""catalogNumber"":""S10-6963"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In forest margin near the shore. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In forest margin near the shore. Flowers yellow."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren, Flowers yellow",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6964"",""catalogNumber"":""S10-6964"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On wet soil near the shore. Perennial herb to 70 cm tall. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On wet soil near the shore. Perennial herb to 70 cm tall. Flowers yellow."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Riddersvik mansion, Lake Mälaren, Flowers yellow"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren"",""Flowers yellow""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6965"",""catalogNumber"":""S10-6965"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Perennial herb to 40 cm tall. Flowers crimson."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Perennial herb to 40 cm tall. Flowers crimson."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6966"",""catalogNumber"":""S10-6966"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Perennial herb to 40 cm tall. Flowers cream."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Perennial herb to 40 cm tall. Flowers cream."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren, Drupes red.",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6967"",""catalogNumber"":""S10-6967"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In dry Pinus sylvestris-Deschampsia flexuosa forest near the shore. Mat-forming dwarf shrub. Drupes red."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In dry Pinus sylvestris-Deschampsia flexuosa forest near the shore. Mat-forming dwarf shrub. Drupes red."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Riddersvik mansion, Lake Mälaren, Drupes red."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren"",""Drupes red.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6970"",""catalogNumber"":""S10-6970"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In cultivated field. Annual herb. Flowers pale blue with yellow mouth."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In cultivated field. Annual herb. Flowers pale blue with yellow mouth."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6997"",""catalogNumber"":""S10-6997"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers cream with yellow throat."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers cream with yellow throat."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6999"",""catalogNumber"":""S10-6999"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry forest margin. Perennial herb. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry forest margin. Perennial herb. Flowers yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7012"",""catalogNumber"":""S10-7012"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In Tilia cordata-Quercus robus forest. Many-stemmed tree to 4 m tall."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In Tilia cordata-Quercus robus forest. Many-stemmed tree to 4 m tall."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Flowers purple",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7013"",""catalogNumber"":""S10-7013"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In wet meadow. Perennial herb to 1.5 m tall. Flowers purple."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In wet meadow. Perennial herb to 1.5 m tall. Flowers purple."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Flowers purple"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Flowers purple""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7014"",""catalogNumber"":""S10-7014"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Ray florets and disc yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Ray florets and disc yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7015"",""catalogNumber"":""S10-7015"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In margin of dirt track through the forest. Annual herb. Disc florets greenish yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In margin of dirt track through the forest. Annual herb. Disc florets greenish yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7016"",""catalogNumber"":""S10-7016"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Tree to 6 m tall. Bark white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Tree to 6 m tall. Bark white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7017"",""catalogNumber"":""S10-7017"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In margin of dirt track through the forest. Perennial herb. Flowers brownish, anthers lilac."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In margin of dirt track through the forest. Perennial herb. Flowers brownish, anthers lilac."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7000"",""catalogNumber"":""S10-7000"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers pink."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers pink."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7001"",""catalogNumber"":""S10-7001"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers light blue. Basal leaves cordate, rounded, stem leaves lanceolate."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers light blue. Basal leaves cordate, rounded, stem leaves lanceolate."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7002"",""catalogNumber"":""S10-7002"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers dark blue."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers dark blue."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7003"",""catalogNumber"":""S10-7003"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In Tilia cordata-Quercus robur forest. Tufted perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In Tilia cordata-Quercus robur forest. Tufted perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-7004"",""catalogNumber"":""S10-7004"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo,Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
